Age,Gender,Lifestyle,Habit 01,Habit 02,Habit 03,Habit 04,Habit 05,Habit 06,Recommendation
39,Female,Freelancer,Weekly brunch with friends,Clean for 15 Minutes,Inbox Zero,Make Bed,Take Vitamins,Drink water first thing in the morning,Breathing Exercises
39,Female,Housewife,Intermittent fasting,Eat Breakfast,Draw,Drink water first thing in the morning,Go to gym,Daily skincare,Consume probiotics
39,Female,Housewife,No Sweets,Be Grateful,No Alcohol,Daily skincare,Take a walk outside,Floss,Balanced Diet
39,Female,Housewife,Meditate,Daily skincare,Stretch,Eat Breakfast,Take a walk outside,Exercise,Strength training
39,Female,Housewife,Meditate,Intermittent fasting,Wake up early,Eat More Vegetables and Fruits,Weekly social media detox,Meditate,Reading
39,Female,Housewife,Pray,Pray,No Sugar,Affirmations,No Sugar,Workout,Practice gratitude
39,Female,Housewife,Workout,Floss,Take Vitamins,Meditate,Slow-Carb Diet from The 4-Hour Body,Meditate For At Least 10 Minutes,Reading
39,Female,Housewife,Practice Musical Instrument,Practice Musical Instrument,Paint,Listen to podcast,Draw,No Alcohol,Avoid excessive alcohol
39,Female,Housewife,Daily skincare,Yoga,Sleep by Midnight,Drink water first thing in the morning,Write In Journal,Affirmations,Yoga
39,Female,Housewife,Wake up early,Drink water first thing in the morning,Be Grateful,Quality time with my children,Set priorities for your day,Learn Something New,Writing
39,Female,Housewife,No Soda,Exercise,Drink more water,Weekly social media detox,Learn Something New,Practice Musical Instrument,Strength training
40,Female,Housewife,Unclutter,Go to gym,Meditate,Write Three Positive Things About Today,Eat More Vegetables and Fruits,Weekly social media detox,Learning new skills
40,Female,Housewife,Intermittent fasting,Draw,Take a walk outside,Save Money,Sleep at least 8 hours ,Take a walk outside,Regular medical check-ups
40,Female,Housewife,No Sugar,Eat Breakfast,Practice Musical Instrument,Learn Something New,Floss,Wake up early,Painting
40,Female,Housewife,Be Grateful,Slow-Carb Diet from The 4-Hour Body,Intermittent fasting,Weekly social media detox,Keep in touch with friends,Save Money,Maintain strong social connections
40,Female,Housewife,Exercise,Intermittent fasting,Go to gym,Duolingo,Meditate,Intermittent fasting,Running
40,Female,Housewife,Save Money,Keep in touch with friends,Take a walk outside,Be Grateful,Weekly social media detox,Pray,Maintain strong social connections
40,Female,Worker,Go for a weekly hike,Exercise,Drink water first thing in the morning,Set priorities for your day,Eat Breakfast,Weekly social media detox,Running
40,Female,Worker,Make Bed,Pray,Learn Something New,Save Money,Read a book for 30 minutes,Stretch,Crafting
40,Female,Worker,Take a walk outside,Stretch,Save Money,Brush Teeth in the Morning,Be Grateful,Paint,Regular medical check-ups
40,Female,Worker,Clean for 15 Minutes,Read a book for 30 minutes,Go for a weekly hike,Slow-Carb Diet from The 4-Hour Body,Sleep at least 8 hours ,No Sugar,Spend time outdoors
40,Female,Worker,No Soda,Quality time with my children,Clean for 15 Minutes,No Coffee,Duolingo,Go to gym,Consume probiotics
40,Female,Worker,Daily skincare,Intermittent fasting,Brush Teeth in the Morning,Yoga,Take Vitamins,Floss,Yoga
40,Male,Worker,Drink more water,"Walk 10,000 Steps",No Sugar,Slow-Carb Diet from The 4-Hour Body,Make Bed,Workout,Drink plenty of water
40,Male,Worker,Save Money,Drink water first thing in the morning,Set priorities for your day,Learn Something New,Take a walk outside,Eat Breakfast,Regular medical check-ups
40,Male,Worker,No Alcohol,Exercise,"Walk 10,000 Steps",Go for a weekly hike,No Sugar,Drink more water,Swimming
40,Male,Worker,Eat More Vegetables and Fruits,Keep in touch with friends,Weekly social media detox,Workout,Sleep at least 8 hours ,Wake up early,Maintain strong social connections
40,Male,Worker,Eat More Vegetables and Fruits,Paint,Draw,Draw,Yoga,Learn To Speak a Foreign Language,Meditation
40,Male,Worker,Weekly social media detox,Floss,Brush Teeth in the Morning,Pray,Paint,Eat More Vegetables and Fruits,Maintain strong social connections
40,Male,Worker,Stretch,No Smoking,Duolingo,No Alcohol,Duolingo,Wake up early,Avoid excessive alcohol
41,Male,Worker,Exercise,Set priorities for your day,Yoga,Go to gym,Draw,Brush Teeth in the Morning,Strength training
41,Male,Worker,Make Bed,Yoga,Keep in touch with friends,Intermittent fasting,Set priorities for your day,Paint,Meditation
41,Male,Worker,Take a walk outside,Watch a TED talk,Be Grateful,Floss,Drink water first thing in the morning,Make Bed,Regular medical check-ups
41,Male,Worker,Drink more water,Pray,Meditate For At Least 10 Minutes,Draw,Be Grateful,Learn To Speak a Foreign Language,Drink plenty of water
41,Male,Worker,Affirmations,Be Grateful,Keep in touch with friends,Take a walk outside,Unclutter,Set priorities for your day,Regular medical check-ups
41,Male,Worker,"Walk 10,000 Steps",Slow-Carb Diet from The 4-Hour Body,Drink water first thing in the morning,No Smoking,Intermittent fasting,Be Grateful,Avoid smoking
41,Male,Freelancer,No email before breakfast,"Walk 10,000 Steps",No Smoking,Brush Teeth in the Morning,Brush Teeth in the Morning,Paint,Avoid smoking
41,Male,Freelancer,Save Money,Pray,Wake up early,Weekly social media detox,Bring Lunch to Work,Pray,Maintain strong social connections
41,Male,Freelancer,No email before breakfast,Take Vitamins,Sleep at least 8 hours ,Watch a TED talk,Wake up early,Write In Journal,Rest
41,Male,Freelancer,Go to gym,Floss,Learn To Speak a Foreign Language,No Soda,Exercise,Learn To Speak a Foreign Language,Strength training
41,Male,Freelancer,Paint,Exercise,Weekly social media detox,Wake up early,Set priorities for your day,No Alcohol,Running
41,Male,Freelancer,Exercise,Yoga,Learn To Speak a Foreign Language,Set priorities for your day,Go to gym,"Walk 10,000 Steps",Walking
41,Male,Freelancer,Paint,Set priorities for your day,Drink water first thing in the morning,Sleep by Midnight,Save Money,Floss,Breathing Exercises
41,Male,Freelancer,No Sweets,Workout,Save Money,Read a book for 30 minutes,Pray,Watch a TED talk,Balanced Diet
41,Female,Freelancer,No email before breakfast,Duolingo,Meal preparation for the week – also housewife,Exercise,Exercise,Clean for 15 Minutes,Walking
41,Female,Freelancer,Inbox Zero,Weekly brunch with friends,Set priorities for your day,Weekly social media detox,Duolingo,Stretch,Maintain strong social connections
41,Female,Housewife,Quality time with my children,Make Bed,Weekly social media detox,Weekly social media detox,Go to gym,Take a walk outside,Maintain strong social connections
41,Female,Housewife,Cook Dinner,Workout,Go to gym,No Smoking,Take a walk outside,Listen to podcast,Avoid smoking
41,Female,Housewife,Clean for 15 Minutes,Pray,Daily skincare,Go to gym,Drink more water,Exercise,Strength training
41,Female,Housewife,Watch a TED talk,No Sugar,Floss,Intermittent fasting,Unclutter,Save Money,Breathing Exercises
41,Female,Housewife,Learn Something New,Take Vitamins,Sleep by Midnight,Exercise,Eat Breakfast,Daily skincare,Strength training
41,Female,Housewife,Unclutter,Read a book for 30 minutes,Learn Something New,Keep in touch with friends,Sleep by Midnight,"Walk 10,000 Steps",Writing
41,Female,Housewife,Watch a TED talk,Practice Musical Instrument,Slow-Carb Diet from The 4-Hour Body,Take Vitamins,Meditate For At Least 10 Minutes,Intermittent fasting,Listen to music and dance
42,Female,Housewife,No Screens After 10 pm,Brush Teeth in the Morning,Slow-Carb Diet from The 4-Hour Body,Sleep by Midnight,Clean for 15 Minutes,Make Bed,Breaks from screens and digital devices
42,Female,Housewife,Stretch,Save Money,No Coffee,Daily skincare,Exercise,Watch a TED talk,Strength training
42,Female,Housewife,Listen to podcast,Save Money,Drink more water,Listen to podcast,Exercise,Write Three Positive Things About Today,Walking
42,Female,Housewife,No Sweets,Intermittent fasting,Weekly social media detox,Listen to podcast,Exercise,Learn Something New,Walking
42,Female,Housewife,Watch a TED talk,Yoga,No Screens After 10 pm,Learn To Speak a Foreign Language,Eat Breakfast,No Sugar,Deep breathing exercises
42,Female,Housewife,Exercise,Wake up early,No Screens After 10 pm,Take a walk outside,Intermittent fasting,Unclutter,Swimming
42,Female,Housewife,Keep in touch with friends,Drink more water,No Screens After 10 pm,No Sugar,Listen to podcast,No Sugar,Drink plenty of water
42,Female,Housewife,Make Bed,Go to gym,Make Bed,Stretch,Draw,No Soda,Fiber-rich diet
42,Female,Housewife,Exercise,Set priorities for your day,Pray,Meditate,Watch a TED talk,Take a walk outside,Running
42,Female,Housewife,Meditate For At Least 10 Minutes,Weekly social media detox,Save Money,Practice Musical Instrument,Exercise,Affirmations,Running
42,Female,Housewife,Pray,Read a book for 30 minutes,Floss,Go to gym,Brush Teeth in the Morning,Eat More Vegetables and Fruits,Consume probiotics
42,Female,Housewife,No Soda,Cook Dinner,Practice Musical Instrument,Read a book for 30 minutes,Be Grateful,Yoga,Mindfulness
42,Female,Housewife,Learn To Speak a Foreign Language,Slow-Carb Diet from The 4-Hour Body,No Coffee,Go for a weekly hike,Draw,No Alcohol,Avoid excessive alcohol
42,Female,Worker,Unclutter,Meditate For At Least 10 Minutes,Clean for 15 Minutes,Daily skincare,Daily skincare,Brush Teeth in the Morning,Breathing Exercises
42,Female,Worker,Paint,Paint,Meditate For At Least 10 Minutes,Intermittent fasting,Write In Journal,Weekly social media detox,Maintain strong social connections
42,Female,Worker,Exercise,Unclutter,Sleep by Midnight,Meditate For At Least 10 Minutes,Watch a TED talk,Brush Teeth in the Morning,Walking
42,Female,Worker,Meditate For At Least 10 Minutes,"Walk 10,000 Steps",No Sweets,Affirmations,Set priorities for your day,No Smoking,Balanced Diet
42,Female,Worker,Take a walk outside,No Screens After 10 pm,Weekly social media detox,Wake up early,Unclutter,Drink water first thing in the morning,Maintain strong social connections
42,Male,Worker,Be Grateful,"Walk 10,000 Steps",Be Grateful,Meditate For At Least 10 Minutes,Daily skincare,Drink more water,Drink plenty of water
42,Male,Worker,"Walk 10,000 Steps",Practice Musical Instrument,Stretch,Drink more water,Drink water first thing in the morning,Read a book for 30 minutes,Drink plenty of water
42,Male,Worker,Keep in touch with friends,No Sweets,Take a walk outside,Brush Teeth in the Morning,No Alcohol,Sleep at least 8 hours ,Balanced Diet
42,Male,Worker,Keep in touch with friends,Pray,Draw,Meditate,No Alcohol,Floss,Reading
42,Male,Worker,Quality time with my children,Intermittent fasting,Weekly social media detox,No Sugar,Set priorities for your day,Drink water first thing in the morning,Maintain strong social connections
42,Male,Worker,Yoga,Keep in touch with friends,Set priorities for your day,Write Three Positive Things About Today,Weekly social media detox,Draw,Maintain strong social connections
42,Male,Worker,Sleep by Midnight,Paint,Affirmations,Workout,Listen to podcast,Drink water first thing in the morning,Breathing Exercises
43,Male,Worker,Write In Journal,Clean for 15 Minutes,Practice Musical Instrument,Read a book for 30 minutes,Drink more water,Keep in touch with friends,Drink plenty of water
43,Male,Worker,Quality time with my children,Floss,Go to gym,Slow-Carb Diet from The 4-Hour Body,Learn Something New,Duolingo,Fiber-rich diet
43,Male,Worker,Eat Breakfast,Slow-Carb Diet from The 4-Hour Body,Clean for 15 Minutes,Meditate For At Least 10 Minutes,Floss,No Sweets,Balanced Diet
43,Male,Worker,Floss,Workout,Exercise,No Alcohol,Listen to podcast,Workout,Swimming
43,Male,Worker,Watch a TED talk,Brush Teeth in the Morning,Drink water first thing in the morning,No Sweets,Make Bed,Daily skincare,Balanced Diet
43,Male,Worker,Take Vitamins,Stretch,Intermittent fasting,Set priorities for your day,Unclutter,No Sweets,Balanced Diet
43,Male,Worker,Drink water first thing in the morning,Learn Something New,Draw,No Coffee,Read a book for 30 minutes,Eat More Vegetables and Fruits,Painting
43,Male,Worker,Write In Journal,Draw,Workout,Affirmations,Affirmations,Keep in touch with friends,Breathing Exercises
43,Male,Worker,Draw,Listen to podcast,Stretch,Slow-Carb Diet from The 4-Hour Body,Learn To Speak a Foreign Language,Yoga,Meditation
43,Male,Worker,Eat More Vegetables and Fruits,Eat More Vegetables and Fruits,Brush Teeth in the Morning,No Coffee,Practice Musical Instrument,Keep in touch with friends,Listen to music and dance
43,Male,Worker,"Walk 10,000 Steps",No Sugar,Listen to podcast,No Soda,Workout,Write In Journal,Breathing Exercises
43,Male,Worker,No Soda,Eat Breakfast,Weekly social media detox,Clean for 15 Minutes,Sleep at least 8 hours ,Write Three Positive Things About Today,Maintain strong social connections
43,Male,Worker,Save Money,No Alcohol,Yoga,Learn Something New,Eat Breakfast,Exercise,Strength training
43,Male,Worker,Read a book for 30 minutes,Write In Journal,Keep in touch with friends,Meditate,Stretch,Write Three Positive Things About Today,Puzzles
43,Male,Worker,Drink water first thing in the morning,No Sweets,Go to gym,Learn To Speak a Foreign Language,Brush Teeth in the Morning,Write Three Positive Things About Today,Balanced Diet
43,Male,Worker,Slow-Carb Diet from The 4-Hour Body,Workout,Take a walk outside,Unclutter,Paint,Save Money,Regular medical check-ups
43,Male,Worker,No Coffee,Intermittent fasting,Clean for 15 Minutes,Floss,No Sugar,Quality time with my children,Breathing Exercises
43,Male,Worker,Drink more water,Yoga,Write In Journal,Clean for 15 Minutes,Be Grateful,Floss,Yoga
43,Female,Worker,Set priorities for your day,Go for a weekly hike,No Alcohol,No Coffee,Save Money,Learn Something New,Avoid excessive alcohol
43,Female,Worker,Daily skincare,Clean for 15 Minutes,Brush Teeth in the Morning,Drink more water,Listen to podcast,Unclutter,Drink plenty of water
43,Female,Worker,No Sugar,Pray,Daily skincare,Intermittent fasting,No Screens After 10 pm,Practice Musical Instrument,Listen to music and dance
43,Female,Worker,Keep in touch with friends,Wake up early,Go to gym,Make Bed,Weekly social media detox,Slow-Carb Diet from The 4-Hour Body,Maintain strong social connections
43,Female,Worker,Eat Breakfast,Meditate For At Least 10 Minutes,Meditate For At Least 10 Minutes,No Soda,No Smoking,Write Three Positive Things About Today,Avoid smoking
43,Female,Worker,Exercise,Write In Journal,Go for a weekly hike,No Soda,Drink more water,Practice Musical Instrument,Walking
43,Female,Worker,Eat Breakfast,Take a walk outside,No Smoking,No Soda,No Alcohol,Listen to podcast,Avoid excessive alcohol
43,Female,Worker,Stretch,Daily skincare,Make Bed,Exercise,Duolingo,Keep in touch with friends,Running
43,Female,Worker,Clean for 15 Minutes,Paint,Intermittent fasting,Sleep at least 8 hours ,Take a walk outside,No Coffee,Regular medical check-ups
43,Female,Worker,Draw,Sleep by Midnight,No Soda,Exercise,Yoga,No Smoking,Walking
43,Female,Worker,No Alcohol,Workout,Stretch,Slow-Carb Diet from The 4-Hour Body,Slow-Carb Diet from The 4-Hour Body,Learn To Speak a Foreign Language,Avoid excessive alcohol
43,Female,Worker,Intermittent fasting,Wake up early,Weekly social media detox,No Smoking,Stretch,No Smoking,Maintain strong social connections
43,Female,Worker,Quality time with my children,Pray,No Sweets,Take a walk outside,Take a walk outside,Write Three Positive Things About Today,Balanced Diet
44,Female,Worker,Drink more water,Daily skincare,Exercise,Draw,Quality time with my children,Sleep by Midnight,Strength training
44,Female,Worker,Save Money,Stretch,Read a book for 30 minutes,Read a book for 30 minutes,Slow-Carb Diet from The 4-Hour Body,Intermittent fasting,Mindful Eating
44,Female,Worker,Drink water first thing in the morning,Meditate For At Least 10 Minutes,No Soda,Stretch,Practice Musical Instrument,Floss,Listen to music and dance
44,Female,Worker,No Screens After 10 pm,"Walk 10,000 Steps",Take a walk outside,Intermittent fasting,Learn Something New,Save Money,Regular medical check-ups
44,Female,Content creator,Clean for 15 Minutes,Draw,Watch a TED talk,Slow-Carb Diet from The 4-Hour Body,Brush Teeth in the Morning,Be Grateful,Breathing Exercises
44,Female,Content creator,No Alcohol,Take Vitamins,No Screens After 10 pm,Unclutter,Go for a weekly hike,Eat More Vegetables and Fruits,Avoid excessive alcohol
44,Female,Content creator,Go to gym,Read a book for 30 minutes,Intermittent fasting,Learn To Speak a Foreign Language,Slow-Carb Diet from The 4-Hour Body,Save Money,Consume probiotics
44,Female,Content creator,Drink water first thing in the morning,No Alcohol,Unclutter,Stretch,Sleep by Midnight,Be Grateful,Avoid excessive alcohol
44,Female,Content creator,Intermittent fasting,Brush Teeth in the Morning,No Screens After 10 pm,No Sugar,Listen to podcast,Meditate For At Least 10 Minutes,Breaks from screens and digital devices
44,Female,Content creator,Take Vitamins,No Sweets,"Walk 10,000 Steps",Slow-Carb Diet from The 4-Hour Body,Make Bed,Duolingo,Balanced Diet
44,Female,Housewife,Sleep by Midnight,No Sweets,Listen to podcast,Read a book for 30 minutes,No Coffee,Take a walk outside,Balanced Diet
44,Female,Housewife,Draw,Keep in touch with friends,Paint,No Soda,Paint,Go for a weekly hike,Spend time outdoors
44,Female,Housewife,Learn Something New,Quality time with my children,Intermittent fasting,Daily skincare,No Smoking,Write Three Positive Things About Today,Avoid smoking
44,Female,Housewife,Be Grateful,Daily skincare,No Sugar,No Sweets,Write In Journal,Eat More Vegetables and Fruits,Balanced Diet
44,Male,Content creator,Meditate For At Least 10 Minutes,Write In Journal,Set priorities for your day,Meditate For At Least 10 Minutes,No Screens After 10 pm,Keep in touch with friends,Breaks from screens and digital devices
44,Male,Content creator,Brush Teeth in the Morning,Read a book for 30 minutes,Listen to podcast,Learn To Speak a Foreign Language,Take a walk outside,Paint,Regular medical check-ups
44,Male,Content creator,Wake up early,Daily skincare,No Screens After 10 pm,Clean for 15 Minutes,Practice Musical Instrument,Wake up early,Listen to music and dance
44,Male,Content creator,Duolingo,Save Money,Sleep by Midnight,Yoga,Sleep at least 8 hours ,Daily skincare,Meditation
44,Male,Content creator,Keep in touch with friends,Sleep at least 8 hours ,Floss,Meditate For At Least 10 Minutes,Practice Musical Instrument,Listen to podcast,Listen to music and dance
44,Male,Content creator,Brush Teeth in the Morning,Drink water first thing in the morning,Take a walk outside,Draw,Take a walk outside,Draw,Regular medical check-ups
44,Male,Content creator,Workout,Floss,Sleep at least 8 hours ,Go for a weekly hike,Go for a weekly hike,Be Grateful,Spend time outdoors
45,Male,Content creator,Set priorities for your day,Workout,Slow-Carb Diet from The 4-Hour Body,Daily skincare,Go to gym,Listen to podcast,Consume probiotics
45,Male,Content creator,Duolingo,Practice Musical Instrument,Watch a TED talk,Floss,Go to gym,No Coffee,Fiber-rich diet
45,Male,Content creator,Wake up early,Watch a TED talk,No Smoking,Clean for 15 Minutes,Drink more water,No Sugar,Drink plenty of water
45,Male,Content creator,No Sweets,Quality time with my children,Brush Teeth in the Morning,Eat Breakfast,Take a walk outside,Weekly social media detox,Balanced Diet
45,Male,Content creator,Unclutter,Slow-Carb Diet from The 4-Hour Body,Take a walk outside,Take Vitamins,Keep in touch with friends,Write In Journal,Regular medical check-ups
45,Male,Worker,Daily skincare,Set priorities for your day,Daily skincare,Make Bed,No Coffee,Yoga,Deep breathing exercises
45,Male,Worker,Drink more water,Save Money,Eat Breakfast,No Sugar,Slow-Carb Diet from The 4-Hour Body,Draw,Drink plenty of water
45,Male,Worker,Stretch,Slow-Carb Diet from The 4-Hour Body,Draw,Be Grateful,Go to gym,Write In Journal,Consume probiotics
45,Male,Worker,Meditate For At Least 10 Minutes,Brush Teeth in the Morning,Eat More Vegetables and Fruits,No Soda,Unclutter,Duolingo,Breathing Exercises
45,Male,Worker,Sleep by Midnight,Affirmations,Paint,Be Grateful,Watch a TED talk,Yoga,Yoga
45,Male,Worker,Quality time with my children,Slow-Carb Diet from The 4-Hour Body,Intermittent fasting,Go for a weekly hike,Quality time with my children,Draw,Spend time outdoors
45,Male,Worker,Set priorities for your day,Take Vitamins,No Screens After 10 pm,No Alcohol,No Sweets,No Smoking,Balanced Diet
45,Male,Worker,Meditate For At Least 10 Minutes,Paint,Stretch,Drink more water,Meditate,Yoga,Playing musical instruments
45,Male,Worker,Write In Journal,Drink more water,Eat More Vegetables and Fruits,Clean for 15 Minutes,Make Bed,Meditate For At Least 10 Minutes,Drink plenty of water
45,Female,Worker,Yoga,Take a walk outside,Drink more water,Be Grateful,No Screens After 10 pm,Wake up early,Deep breathing exercises
45,Female,Worker,Set priorities for your day,No Sweets,Workout,Practice Musical Instrument,Pray,Paint,Balanced Diet
45,Female,Worker,Workout,Drink water first thing in the morning,No Screens After 10 pm,"Walk 10,000 Steps",Drink more water,Duolingo,Drink plenty of water
45,Female,Worker,"Walk 10,000 Steps",Floss,Read a book for 30 minutes,Save Money,Write Three Positive Things About Today,Exercise,Running
45,Female,Worker,No Alcohol,Paint,Brush Teeth in the Morning,No Smoking,Take a walk outside,Weekly social media detox,Maintain strong social connections
45,Female,Worker,Pray,Take a walk outside,Exercise,Wake up early,Learn To Speak a Foreign Language,Eat More Vegetables and Fruits,Running
45,Female,Worker,Keep in touch with friends,Floss,"Walk 10,000 Steps",Make Bed,Quality time with my children,Affirmations,Breathing Exercises
45,Female,Worker,Set priorities for your day,Meditate For At Least 10 Minutes,Practice Musical Instrument,Write In Journal,Take Vitamins,Pray,Listen to music and dance
45,Female,Worker,Slow-Carb Diet from The 4-Hour Body,Wake up early,Practice Musical Instrument,No Soda,Sleep by Midnight,Brush Teeth in the Morning,Listen to music and dance
45,Female,Housewife,No Soda,Eat More Vegetables and Fruits,Brush Teeth in the Morning,Meditate For At Least 10 Minutes,"Walk 10,000 Steps",Learn To Speak a Foreign Language,Practice learning a new language
45,Female,Housewife,Floss,Stretch,Draw,No Alcohol,Floss,Eat More Vegetables and Fruits,Avoid excessive alcohol
45,Female,Housewife,Write In Journal,Make Bed,Slow-Carb Diet from The 4-Hour Body,Paint,Meditate,Clean for 15 Minutes,Learning new skills
45,Female,Housewife,Wake up early,Floss,Quality time with my children,Drink more water,Brush Teeth in the Morning,Yoga,Yoga
45,Female,Housewife,Workout,Quality time with my children,No Screens After 10 pm,Watch a TED talk,Weekly social media detox,No Sugar,Maintain strong social connections
46,Female,Housewife,Write In Journal,Go to gym,Intermittent fasting,Drink water first thing in the morning,Workout,Pray,Consume probiotics
46,Female,Housewife,Take Vitamins,Weekly social media detox,No Sugar,Workout,No Smoking,Draw,Maintain strong social connections
46,Female,Housewife,Read a book for 30 minutes,Draw,Draw,Be Grateful,Unclutter,No Smoking,Avoid smoking
46,Female,Housewife,Wake up early,Set priorities for your day,Workout,Wake up early,No Coffee,Sleep at least 8 hours ,Exercise
46,Female,Housewife,Make Bed,Affirmations,Exercise,No Sugar,"Walk 10,000 Steps",Duolingo,Strength training
46,Female,Housewife,Workout,Learn Something New,Drink water first thing in the morning,No Sugar,No Coffee,Learn To Speak a Foreign Language,Writing
46,Female,Housewife,Drink water first thing in the morning,"Walk 10,000 Steps",No Sugar,Set priorities for your day,No Soda,Drink water first thing in the morning,Breathing Exercises
46,Female,Housewife,Paint,Duolingo,Floss,Meditate,Make Bed,"Walk 10,000 Steps",Reading
46,Female,Housewife,Weekly social media detox,Pray,Wake up early,Write In Journal,Wake up early,Eat Breakfast,Maintain strong social connections
46,Female,Housewife,Keep in touch with friends,Unclutter,Stretch,Go to gym,No Soda,Learn To Speak a Foreign Language,Consume probiotics
46,Male,Worker,Brush Teeth in the Morning,Keep in touch with friends,Yoga,Daily skincare,Learn Something New,Take a walk outside,Mindfulness
46,Male,Worker,Unclutter,No Coffee,Draw,Sleep by Midnight,Intermittent fasting,Go for a weekly hike,Spend time outdoors
46,Male,Worker,Practice Musical Instrument,Unclutter,Eat More Vegetables and Fruits,Slow-Carb Diet from The 4-Hour Body,Intermittent fasting,Learn To Speak a Foreign Language,Listen to music and dance
46,Male,Worker,Write In Journal,Affirmations,Drink more water,Sleep by Midnight,Paint,Eat More Vegetables and Fruits,Drink plenty of water
46,Male,Worker,Daily skincare,Quality time with my children,Go to gym,Listen to podcast,Go to gym,Affirmations,Fiber-rich diet
46,Male,Worker,Clean for 15 Minutes,Practice Musical Instrument,No Smoking,Intermittent fasting,Stretch,No Screens After 10 pm,Avoid smoking
46,Male,Worker,Daily skincare,Affirmations,Listen to podcast,Be Grateful,Save Money,Set priorities for your day,Breathing Exercises
46,Male,Worker,No Sweets,Learn Something New,Drink more water,Go to gym,Drink more water,Clean for 15 Minutes,Balanced Diet
46,Male,Worker,Listen to podcast,"Walk 10,000 Steps",Set priorities for your day,Drink more water,Slow-Carb Diet from The 4-Hour Body,Daily skincare,Drink plenty of water
46,Male,Worker,Read a book for 30 minutes,Weekly social media detox,Set priorities for your day,Eat Breakfast,No Smoking,Read a book for 30 minutes,Maintain strong social connections
46,Male,Worker,Learn Something New,Unclutter,Affirmations,Eat Breakfast,Sleep at least 8 hours ,Save Money,Crafting
46,Male,Worker,Go to gym,Listen to podcast,Watch a TED talk,Learn To Speak a Foreign Language,Unclutter,Save Money,Fiber-rich diet
46,Male,Worker,Sleep at least 8 hours ,Be Grateful,Be Grateful,Eat More Vegetables and Fruits,Paint,No Coffee,Breathing Exercises
47,Male,Worker,Workout,Drink water first thing in the morning,Quality time with my children,Save Money,No Screens After 10 pm,Unclutter,Breaks from screens and digital devices
47,Male,Worker,Draw,Be Grateful,Affirmations,Quality time with my children,Intermittent fasting,Brush Teeth in the Morning,Breathing Exercises
47,Male,Worker,Write In Journal,Learn To Speak a Foreign Language,Write In Journal,Duolingo,Wake up early,Be Grateful,Practice learning a new language
47,Male,Worker,Practice Musical Instrument,Workout,Sleep at least 8 hours ,Slow-Carb Diet from The 4-Hour Body,Read a book for 30 minutes,Learn To Speak a Foreign Language,Listen to music and dance
47,Male,Worker,No Alcohol,Write In Journal,Wake up early,Stretch,Drink more water,Keep in touch with friends,Drink plenty of water
47,Male,Worker,No Soda,Sleep by Midnight,Unclutter,Weekly social media detox,Pray,Sleep at least 8 hours ,Maintain strong social connections
47,Male,Worker,Floss,Yoga,Practice Musical Instrument,No Sugar,Go to gym,Intermittent fasting,Meditation
47,Male,Worker,Meditate,Duolingo,No Alcohol,Wake up early,Drink water first thing in the morning,Brush Teeth in the Morning,Learning new skills
47,Male,Worker,No Soda,Listen to podcast,Save Money,No Alcohol,Yoga,Learn Something New,Meditation
47,Male,Worker,Floss,No Screens After 10 pm,No Sweets,Yoga,Meditate For At Least 10 Minutes,Daily skincare,Balanced Diet
47,Male,Worker,Intermittent fasting,Slow-Carb Diet from The 4-Hour Body,Intermittent fasting,Brush Teeth in the Morning,Stretch,Wake up early,Social Activities
47,Male,Worker,Learn Something New,Pray,Be Grateful,Pray,Intermittent fasting,No Soda,Writing
47,Male,Worker,No Screens After 10 pm,No Sugar,Go to gym,Draw,Yoga,No Soda,Mindfulness
47,Male,Worker,No Coffee,Make Bed,Unclutter,Keep in touch with friends,Clean for 15 Minutes,No Smoking,Avoid smoking
47,Male,Worker,Weekly social media detox,Brush Teeth in the Morning,No Smoking,No Sweets,Weekly social media detox,Go to gym,Balanced Diet
47,Male,Worker,Wake up early,Take a walk outside,Read a book for 30 minutes,No Sugar,Be Grateful,No Screens After 10 pm,Regular medical check-ups
47,Male,Worker,"Walk 10,000 Steps",Slow-Carb Diet from The 4-Hour Body,Take Vitamins,Sleep by Midnight,Workout,Practice Musical Instrument,Listen to music and dance
47,Male,Worker,Wake up early,Draw,No Screens After 10 pm,Meditate For At Least 10 Minutes,Be Grateful,Drink more water,Drink plenty of water
47,Male,Worker,Affirmations,Drink water first thing in the morning,Brush Teeth in the Morning,Go to gym,Take a walk outside,Affirmations,Regular medical check-ups
47,Female,Worker,Make Bed,No Soda,Sleep by Midnight,Meditate,Slow-Carb Diet from The 4-Hour Body,Write Three Positive Things About Today,Reading
47,Female,Worker,No Sugar,Draw,"Walk 10,000 Steps",Go to gym,No Soda,Draw,Consume probiotics
47,Female,Worker,Meditate For At Least 10 Minutes,Sleep at least 8 hours ,"Walk 10,000 Steps",No Soda,Make Bed,Learn To Speak a Foreign Language,Practice learning a new language
47,Female,Worker,Meditate For At Least 10 Minutes,Go to gym,Save Money,No Smoking,Go to gym,Unclutter,Avoid smoking
47,Female,Worker,Save Money,Intermittent fasting,Duolingo,Affirmations,Practice Musical Instrument,Meditate,Learning new skills
47,Female,Worker,No Soda,Take a walk outside,Duolingo,Pray,Write Three Positive Things About Today,Take a walk outside,Regular medical check-ups
47,Female,Worker,Write In Journal,No Alcohol,Practice Musical Instrument,Exercise,Brush Teeth in the Morning,Drink water first thing in the morning,Swimming
